orbital_period,planet_radius,stellar_radius,stellar_temp,label
0.571,1.712,0.981,5496.0,confirmed
0.571336,1.82,0.95,5496.0,confirmed
0.571292,1.52,0.869,5470.0,confirmed
0.571212,1.6,0.95,5613.0,confirmed
0.571299,1.66855539,0.906429,5590.0,confirmed
0.571331,1.82,0.98,5617.0,confirmed
0.571292,1.725,0.988,5532.0,confirmed
13.339746,2.70490157,0.906429,5590.0,confirmed
13.339079,2.73,0.98,5617.0,confirmed
13.341245,2.53,0.83,5590.0,confirmed
13.3387,2.77,0.95,5496.0,confirmed
13.33989,2.84,0.99,5578.0,confirmed
13.334615,2.2,0.95,5613.0,confirmed
13.3397,2.5,0.869,5470.0,confirmed
13.33918,3.01,0.995,5496.0,confirmed
13.3397,2.836,0.988,5532.0,confirmed
8.133218,2.05114626,1.080518,5966.0,candidate
3.128977,1.282,0.976,5140.0,candidate
15.35092,16.31,0.943467,5417.0,candidate
15.32811688418,16.40718966,0.943467,5417.0,candidate
15.78157905706,11.76767971,1.0,5780.0,candidate
5.20256,3.58,0.995782,5489.0,candidate
16.77217,19.29,3.88053,4898.0,false_positive
16.770556,13.24001074,2.87646,4939.0,false_positive
48.249552,17.99855135,0.956171,5792.0,candidate
25.988289,316.73370059,15.95329,4382.0,candidate
18.69646,2.35,0.764037,5212.0,candidate
12.20239,4.15,1.01169,5869.0,candidate
4.18787,1.36,0.972391,5589.98,candidate
19.57833,2.77,0.940594,5613.0,candidate
19.57572,2.84337254,0.90705,5611.0,candidate
0.844548,1.005,0.165,3109.0,candidate
11.73677,1.82,0.761077,3984.72,candidate
0.72813,1.27,0.423901,3506.0,confirmed
0.728113,1.1,0.32,3782.0,confirmed
25.58142,8.35,1.9082,5409.94,candidate
10.583942,2.72,0.874,5280.0,candidate
5.69046,18.81,1.80891,5549.0,candidate
1.055785,1.51966184,0.592773,4315.0,candidate
37.20364,5.1,0.829429,5476.0,candidate
20.84919,3.01,2.37225,9767.0,candidate
16.13655,2.02,0.995311,5886.0,confirmed
16.141132,2.332,0.999,5868.0,confirmed
16.1388,2.18,0.998,5839.0,confirmed
16.140442,2.05969274,0.975013,5870.0,confirmed
0.251647,27.97665274,0.986936,5833.0,candidate
11.67254,3.87,1.22705,5725.0,candidate
4.03692,2.24,0.735009,4861.07,candidate
4.036791,2.33800166,0.72841,4933.0,candidate
9.632039,2.279,0.697,4646.0,candidate
18.239311,3.792,0.477,4015.0,candidate
11.109675,2.462,0.657,4813.0,candidate
5.1392756,2.17365,0.71,4014.0,candidate
10.7228,1.2998,1.114,5909.0,false_positive
29.957262,8.456,0.711,4897.0,candidate
2.0507,0.4064,0.645,4514.0,false_positive
7.084267,3.848,0.765,4572.0,candidate
20.676056,3.302,0.765,4572.0,candidate
6.786539,1.2,0.975,5866.0,candidate
2.988541,3.504,1.023,5761.0,candidate
21.436032,2.486,0.467,3627.0,candidate
0.8768,8.4683,0.515,3734.0,false_positive
3.853494,6.957,0.744,4459.0,candidate
4.696045,2.57,0.782,5003.0,candidate
16.607299,2.532,0.756,4878.0,candidate
16.980197,2.705,0.879,5319.0,candidate
1.827,0.99,0.503,3949.0,candidate
1.29655,8.559,0.586,3583.0,candidate
3.379516,4.742,0.741,4940.0,candidate
1.082,2.22,0.516,3408.0,candidate
1.082361,7.158,1.721,5556.0,candidate
3.35,0.97,0.427,4408.0,candidate
9.32,1.43,0.427,4408.0,candidate
7.539949,2.511,1.205,5661.0,candidate
5.10555,10.889,1.109,4938.0,candidate
17.768404,2.787,0.763,4961.0,candidate
4.464438,6.184,1.434,5894.0,candidate
11.416439,3.034,0.451,3668.0,candidate
7.21084,2.26,1.053,5739.0,candidate
13.284219,1.233,0.124,3245.0,candidate
24.213117,0.505,0.124,3245.0,candidate
2.46564,30.186,2.497,7068.0,candidate
18.896192,1.975,0.545,4459.0,candidate
6.180235,11.780659,1.586,6202.0,confirmed
6.18026138745,13.70374653,1.73931,6513.0,confirmed
13.107894,25.768,1.081,5732.0,candidate
1.925,1.07,0.236,3067.0,candidate
21.371372,16.514,1.14,4692.0,candidate
7.098695,1.837,0.681,4857.0,candidate
4.20507412692,3.32404522,0.877822,5086.0,candidate
0.73217,1.108,0.827,4641.0,candidate
5.228352,2.282,1.272,6265.0,candidate
5.2289874,2.3513,1.28,6213.0,candidate
3.1764,0.9532,0.741,4434.0,candidate
2.419472,36.563,2.476,6830.0,candidate
6.770834,25.455,2.243,6310.0,candidate
14.616783,2.119,0.821,5174.0,candidate
3.3733,1.5839,0.779,5634.0,candidate
8.4356,2.9192,0.779,5634.0,candidate
3.09246,2.413,0.698,4051.0,candidate
20.379434,24.603,4.259,4993.0,candidate
4.420394,10.293,2.875,5943.0,candidate
1.248905,4.073,1.289,5496.0,candidate
12.505,1.673,0.975,5214.0,candidate
11.95706,2.635,0.829,5292.0,candidate
7.624,2.4551,1.29,5998.0,candidate
6.363302,2.786,0.819,4482.0,candidate
5.164157,1.006,0.627,3832.0,candidate
18.001053,3.794,1.043,5579.0,candidate
9.426901,5.543,1.427,5895.0,candidate
4.71688,3.725,0.701,4846.0,candidate
18.436944,8.002,0.853,5308.0,candidate
5.751763,2.378,0.726,4256.0,candidate
5.7519475,2.96374,0.84,4181.8,candidate
10.472764,2.354,0.726,4256.0,candidate
3.917682,5.581,0.656,4566.0,candidate
3.577501,3.3001,0.87,4642.1,candidate
3.577394,3.05,0.799,4626.0,candidate
14.390721,2.55,1.025,5872.0,candidate
9.032248,2.364,0.762,4967.0,candidate
16.100178,2.576,0.762,4967.0,candidate
2.491154,9.774,1.756,6362.0,candidate
1.754,5.06,0.608,4663.0,candidate
16.222,1.28,0.503,3852.0,candidate
2.571267,5.97,1.75,6216.0,candidate
3650.0,12.44199,2.7,4898.0,confirmed
13.071041,2.285,1.246,5937.0,candidate
28.848339,3.657,1.75,5344.0,candidate
6.695687,2.17,0.905,5320.0,candidate
27.917236,2.551,0.905,5320.0,candidate
17.818211,2.77,0.689,3878.0,candidate
5.116834,31.682,1.591,6983.0,candidate
7.522109,2.249,1.386,6356.0,candidate
18.786043,2.846,0.773,5450.0,candidate
15.320606,1.77,1.118,5819.0,candidate
7.943604,1.992,0.87,5498.0,candidate
7.815366,2.403,0.755,4884.0,candidate
19.520805,2.318,0.755,4884.0,candidate
39.57057,23.661,2.041,5166.0,candidate
11.29231,2.348,0.689,4660.0,candidate
24.481285,2.49,0.761,4861.0,candidate
10.307387,2.602,0.875,5359.0,candidate
10.205377,6.31,2.356,6332.0,candidate
23.336739,5.824,2.356,6332.0,candidate
1.696716,5.738,1.992,5289.0,candidate
31.396001,10.695,1.783,5631.0,candidate
18.277358,1.933,0.636,4280.0,candidate
28.888589,6.05,1.319,6117.0,candidate
2.228112,1.398,0.693,4355.0,candidate
3.5951,1.95,1.71,5430.0,confirmed
15.624,3.67,1.71,5430.0,confirmed
35.747,3.94,1.71,5430.0,confirmed
0.801864,1.433,0.393,3594.0,candidate
17.562214,12.272,1.619,5873.0,candidate
35.960194,2.45,0.672,4090.0,candidate
17.92,2.07,0.576,4176.0,candidate
22.122365,3.715,0.969,5393.0,candidate
6.85484645911,15.65450044,1.06192,4797.5,candidate
4.392503,1.11,0.669,4707.0,candidate
11.634988,2.605,1.096,6020.0,candidate
14.223889,21.936,1.155,5023.0,candidate
10.973135,2.67,0.697,4940.0,candidate
5.7459945,2.06081,0.32,3413.0,confirmed
5.746007,2.025,0.3073,3348.0,confirmed
5.7459982,1.9,0.3026,3395.0,confirmed
1.2089802,1.62,0.613,4269.0,confirmed
1.208957,1.75,0.651,4255.0,confirmed
1.208966,1.58,0.622,4219.0,confirmed
1.2089765,1.529,0.579,4294.0,confirmed
1.209,1.571,0.5994,4255.0,confirmed
1.2089755,1.68645,0.63,4199.0,confirmed
1.2089819,1.577,0.602,4305.0,confirmed
1.208974,1.44,0.58,4236.0,confirmed
1.2089819,1.577,0.602,4340.0,confirmed
3.648083,1.269,0.613,4269.0,confirmed
3.648095,1.201,0.579,4294.0,confirmed
3.648096,1.241,0.602,4305.0,confirmed
3.64823,1.24,0.622,4219.0,confirmed
3.6480957,1.241,0.602,4340.0,confirmed
3.64802,1.36,0.651,4255.0,confirmed
3.648103,1.13,0.58,4236.0,confirmed
6.2014698,2.022,0.602,4340.0,confirmed
6.201467,2.07,0.613,4269.0,confirmed
6.20183,1.98,0.58,4236.0,confirmed
6.20142,2.04,0.622,4219.0,confirmed
6.20147,2.022,0.602,4305.0,confirmed
6.20141,2.1,0.651,4255.0,confirmed
6.201812,1.89,0.58,4236.0,confirmed
6.20183,1.955,0.579,4294.0,confirmed
3.7999139,10.8,0.64,4171.0,confirmed
3.799847,10.581296,0.617,4390.0,confirmed
3.80001,40.0,0.68,4441.0,confirmed
3.79985358153,13.26706229,0.759375,4133.4,confirmed
3.799847,10.581296,0.617,4390.0,confirmed
2.7908821,19.1,1.8,6659.0,confirmed
2.790963,17.0,1.88,6863.0,confirmed
2.7908327,16.432394,1.428,6566.0,confirmed
2.7908327,16.432394,1.428,6566.0,confirmed
2.79082852671,16.75594879,1.4707,6635.91,confirmed
2.79083,16.92559,1.47,6566.0,confirmed
3.619188,18.03,1.54,6563.0,confirmed
3.6191634,16.667783,1.46198,5871.0,confirmed
3.6191613,16.92559,1.444,6060.0,confirmed
3.61887686846,16.6459863,1.46198,5871.0,confirmed
3.142702,7.76,1.17,6357.0,confirmed
3.142846,8.84505104,1.29462,6235.0,confirmed
3.142833,15.13215,2.21,6408.0,confirmed
4.17471430219,13.70940899,1.08854,5859.0,confirmed
4.175186,12.92,1.1,5950.0,confirmed
4.1752387,13.843115,1.155,6149.0,confirmed
1.915311,13.1414316,1.58042,5494.0,confirmed
1.9153073,11.937585,1.503,5366.0,confirmed
1.915291,13.85,1.56,5599.0,confirmed
1.9153073,11.937585,1.503,5366.0,confirmed
1.91552575756,13.74175585,1.58042,5494.0,confirmed
9.5521,2.23,1.18,6290.0,confirmed
9.55804,2.32,1.29,6277.0,confirmed
9.55385,2.4,1.281,6254.0,confirmed
9.554515,2.32948654,1.273595,6321.0,confirmed
9.55237,2.44,1.296,6327.0,confirmed
9.55288,2.4,1.269,6364.0,confirmed
21.05652,4.379,1.269,6364.0,confirmed
21.057504,4.29405386,1.273595,6321.0,confirmed
21.0576,3.95,1.18,6290.0,confirmed
21.05731,4.98,1.31,6256.0,confirmed
21.05683,4.05,1.2427,6498.0,confirmed
21.05603,4.786,1.299,6244.0,confirmed
21.05704,4.35,1.296,6327.0,confirmed
21.05788,4.31,1.29,6277.0,confirmed
21.058,4.4,1.281,6254.0,confirmed
1.62116,1.31,1.59,5799.0,confirmed
10.6413,0.91,1.147,5784.0,confirmed
36.57669,2.42,1.147,5784.0,confirmed
138.0731,2.4,1.147,5784.0,confirmed
0.959641,1.67,0.88,5261.0,confirmed
0.959641,1.7,0.872,5261.0,confirmed
0.959628,1.557,0.828,5370.0,confirmed
0.96,1.626,0.88,5261.0,confirmed
0.959641,1.7,0.86,5261.0,confirmed
0.959665,1.62377492,0.836616,5366.0,confirmed
0.959624,1.7,0.87,5528.0,confirmed
0.959632,1.574,0.835,5286.0,confirmed
0.959622,1.6,0.83,5438.0,confirmed
0.95965428,1.627,0.871,5300.0,confirmed
29.875221,2.3,0.83,5438.0,confirmed
29.84622,2.74,0.835,5286.0,confirmed
29.8454,3.01,0.86,5261.0,confirmed
29.8454,3.0,0.88,5261.0,confirmed
29.83832,2.86,0.87,5528.0,confirmed
29.8454,2.85,0.828,5370.0,confirmed
29.844982,2.83066164,0.836616,5366.0,confirmed
29.8464948,2.923,0.871,5300.0,confirmed
29.8454,3.01,0.872,5261.0,confirmed
15.611,2.884,1.22,6252.6,confirmed
15.61136332661,2.90333467,1.22568,6061.77,confirmed
15.613426,3.0,1.438,6460.0,confirmed
0.719573,1.613,1.22,5959.0,confirmed
0.71957120984,1.61084174,1.25505,5910.0,confirmed
11.8143,7.263432,1.733,5622.0,confirmed
11.8143,7.39794,1.747,5576.0,confirmed
11.81417261526,6.97249322,1.78598,5609.0,confirmed
11.81399,6.86,1.657,5499.0,confirmed
9.1205,2.46598,0.72,5089.0,confirmed
9.0949,2.53,0.716,5089.0,confirmed
9.1205,2.53,0.716,5089.0,confirmed
9.100412,2.59387,0.77,5013.7,confirmed
9.1004157,2.469,0.758,5048.0,confirmed
15.57208,2.595,1.273,6320.0,confirmed
15.5718552,2.44317,1.31,6352.33,confirmed
15.5712,2.9,1.4,6199.0,confirmed
31.6978,2.56,1.4,6199.0,confirmed
31.71802083162,2.29980485,1.30883,6352.33,confirmed
31.70603,2.727,1.273,6320.0,confirmed
156.0,3.96,1.4,6199.0,confirmed
278.3618,3.54,1.273,6320.0,confirmed
131.0,5.51,1.4,6199.0,confirmed
369.0,4.92,1.273,6320.0,confirmed
542.07975,9.2,1.273,6320.0,confirmed
324.0,10.2,1.4,6199.0,confirmed
19.307044,3.73470986,0.902012,5638.0,confirmed
19.30553,3.773,0.956,5533.0,confirmed
19.30691,3.92,0.93,5647.0,confirmed
19.307107,3.83,0.86,5454.0,confirmed
19.3037,4.37,1.08,5581.0,confirmed
19.3044,3.84,0.98,5620.0,confirmed
1.673916,3.5,1.19,6120.0,confirmed
1.6739035,3.88,1.24,5945.0,confirmed
1.67389,3.57,1.227,6044.0,confirmed
1.6739024,3.45,1.19,6120.0,confirmed
1.673833,3.59,1.22,6168.0,confirmed
1.6739029,3.44449,1.22,6115.5,confirmed
14.6762429,2.0,0.76,4927.0,confirmed
14.677214,2.19420598,0.769722,4942.0,confirmed
14.677286,2.0,0.73,4819.0,confirmed
9.915615,1.3,0.71,4695.0,confirmed
1.9741954,1.79,0.48,3712.0,confirmed
1.974238,1.96,0.492279,3546.46,confirmed
1.97419,1.9,0.48,3660.0,confirmed
8.26726,3.4,0.905,5373.0,confirmed
8.26679,3.40690334,0.908831,5475.0,confirmed
8.267704,3.37,0.91,5464.0,confirmed
8.2669589,3.44807,0.92,5411.1,confirmed
8.266902,3.59,0.95,5434.0,confirmed
8.2669928,3.59,0.97,5636.0,confirmed
3.313921,12.04276422,1.334682,6178.0,confirmed
3.31392,16.14096,1.78,6030.0,confirmed
3.313959,15.98,1.81,6061.0,confirmed
4.733999,5.33,1.76,5599.0,confirmed
4.73355750515,5.38526663,1.75896,5496.0,confirmed
4.73379,7.56448313,2.306381,5414.0,confirmed
4.73401,5.28,1.75,5474.0,confirmed
4.73401,5.28,1.75,5474.0,confirmed
39.863566,2.47,0.78,5133.0,confirmed
39.93767,7.55,5.15,5433.0,confirmed
39.8478,2.42,0.83,5264.0,confirmed
13.86387,2.56,0.71,4950.0,confirmed
13.86375,2.592,0.713,5010.0,confirmed
13.86368,2.558,0.71,4868.0,confirmed
13.86391,2.52419159,0.692198,4877.0,confirmed
13.86375,2.592,0.713,5010.0,confirmed
5.351403,1.22263837,0.922706,5741.0,confirmed
5.35161,2.09,1.17,5788.0,confirmed
5.3518,1.82,1.25,5775.0,confirmed
5.35232,1.184,0.884,5832.0,confirmed
5.35117,1.9,1.23,5730.0,confirmed
5.3518,1.82,1.25,5775.0,confirmed
5.817608,10.42437,1.047,5627.0,confirmed
5.817685,12.14,1.24,5660.0,confirmed
5.8176452,11.6459,1.22,5633.4,confirmed
11.39109,10.558878,0.828,5027.0,confirmed
11.391013,10.67,0.84,5044.0,confirmed
11.39096852897,11.19847412,0.875936,5027.0,confirmed
11.390931,10.59248676,0.832,4899.0,confirmed
11.3909311,10.44677001,0.824,4920.0,confirmed
11.3909344,10.88,0.87,5039.0,confirmed
20.2730282,10.4386,0.86,5742.0,confirmed
20.2729914,11.80305668,0.855,5870.0,confirmed
20.272615,12.06,0.88,5657.0,confirmed
20.273034,12.498035,0.881,5560.0,confirmed
4.655335,0.71889232,0.687426,4547.0,confirmed
4.6556782,0.814,0.66,4264.0,confirmed
4.655411,0.69,0.6694,4348.35,confirmed
1.29160335703,2.45117748,0.514745,3689.0,confirmed
1.2916,2.03,0.51,3778.0,confirmed
1.291563,2.03,0.513,3676.0,confirmed
1.291505,1.96,0.491598,3842.12,confirmed
5.44425,1.94,0.513,3676.0,confirmed
5.44482,2.03,0.491598,3842.12,confirmed
5.444017,2.06,0.51,3778.0,confirmed
50.92092,2.54,0.734626,4726.29,confirmed
7.728578,2.29,0.679343,4752.8,confirmed
7.727283,2.53,0.71,4740.0,confirmed
8.28176,2.72,1.31,6177.0,confirmed
8.28212,2.33,1.01,5800.0,confirmed
8.2824161,2.14,0.92,5615.0,confirmed
8.282455,2.18823473,1.005112,5663.0,confirmed
8.28246,2.44,1.117,5672.0,confirmed
5.185759,7.64369371,0.686484,4695.0,confirmed
5.185738,7.16,0.675,4526.0,confirmed
5.185754,9.12,0.768,4471.38,confirmed
5.185768,7.50399,0.65,4664.8,confirmed
5.1857539,7.52,0.67,4690.0,confirmed
5.185761,7.5,0.68,4551.0,confirmed
2.2193023,1.16,0.59,4009.0,confirmed
2.219315,1.22,0.612,3903.0,confirmed
2.219405,1.28,0.590802,3993.36,confirmed
2.219282,1.21,0.6,4027.0,confirmed
30.954222,2.5,0.598,4040.0,confirmed
30.9542,2.66,0.592,3880.0,confirmed
30.956763,2.65,0.571015,4075.67,confirmed
30.951524,2.76,0.59,4035.0,confirmed
6.413766,3.03,0.41,3560.0,confirmed
6.413539,2.64,0.344292,3560.7,confirmed
6.414008,2.9,0.394,3620.0,confirmed
6.413651,2.9,0.388,3570.0,confirmed
21.750264,2.18,0.402049,3654.47,confirmed
7.385655,1.97,0.65,4339.0,confirmed
7.387066,1.79540442,0.588892,4396.0,confirmed
7.387073,1.84,0.62115,4367.83,confirmed
3.588163,8.37,0.66,4575.0,confirmed
3.588165,8.66,0.676994,4387.84,confirmed
3.5868547125,11.43763082,0.980071,5036.0,confirmed
5.675819,1.42,0.777569,4469.51,confirmed
5.675814,1.20312295,0.650657,4621.0,confirmed
8.239493,1.04,0.36001,3459.09,confirmed
40.0603,2.7,1.09,5727.0,confirmed
39.91488,1.89,0.78,5698.0,confirmed
40.062771,2.29,0.88,5508.0,confirmed
2.494161,1.06180894,0.64361,4528.0,confirmed
2.49412,1.25,0.744261,4356.47,confirmed
0.369,1.651,0.744,5200.0,confirmed
0.369311,1.76156914,0.765322,5113.0,confirmed
0.3693038,1.81,0.81,5200.0,confirmed
0.36930571984,2.13418186,0.755722,5129.0,confirmed
0.369311,1.5,0.81,5200.0,confirmed
0.36931,1.7,0.75,5245.0,confirmed
0.3693038,1.69,0.7595,5120.0,confirmed
9.173866,6.86473931,2.162531,5035.0,confirmed
9.1720535,9.02881,3.79,4933.0,confirmed
9.1751,14.5717,3.85,4840.0,confirmed
9.1708,12.206601,4.11,4878.0,confirmed
3.07133,1.34,0.455,3655.0,confirmed
3.0712,1.31,0.47,3655.0,confirmed
4.8682,1.48,0.47,3655.0,confirmed
4.86784,1.603,0.455,3655.0,confirmed
11.0234,2.02,0.47,3655.0,confirmed
11.0248821,2.46843,0.46,3798.0,confirmed
11.02454,2.003,0.455,3655.0,confirmed
26.5841,1.73,0.455,3655.0,confirmed
7.9757,1.05,0.723,4359.0,confirmed
7.9752,1.014,0.677,4500.0,confirmed
7.975292,0.99,0.66,4499.0,confirmed
17.30681,3.14,0.723,4359.0,confirmed
17.307137,2.91,0.66,4499.0,confirmed
17.30713,3.0,0.677,4500.0,confirmed
17.3077,3.03,0.71,4364.0,confirmed
17.3070631,3.7275,0.77,4230.6,confirmed
25.575065,1.45,0.66,4499.0,confirmed
25.575,1.565,0.677,4500.0,confirmed
25.5715,1.55,0.723,4359.0,confirmed
0.179715,0.89,0.442,3492.0,confirmed
0.179719,0.64,0.29,3697.0,confirmed
2.35309,1.51,0.863,5356.3,confirmed
2.35321,1.49,0.839,5283.0,confirmed
2.35322,1.57,0.86,5378.0,confirmed
3.56015,2.26,0.839,5283.0,confirmed
3.55987,2.52,0.86,5378.0,confirmed
3.56004,2.299,0.863,5356.3,confirmed
5.40484,2.46,0.839,5283.0,confirmed
5.40478,2.66,0.86,5378.0,confirmed
5.40479,2.39,0.863,5356.3,confirmed
8.26146,3.39,0.863,5356.3,confirmed
8.26144,3.29,0.86,5378.0,confirmed
8.2616616,3.30997,0.86,5281.0,confirmed
8.26147,3.11,0.839,5283.0,confirmed
12.75759,2.81,0.86,5378.0,confirmed
12.75758,2.904,0.863,5356.3,confirmed
12.75758,2.73,0.839,5283.0,confirmed
41.96797,3.013,0.863,5356.3,confirmed
41.96645,3.18,0.839,5283.0,confirmed
28.380619,9.11,0.88,5370.0,confirmed
28.38236,9.056872,0.862,5340.0,confirmed
28.382071,9.26802368,0.872288,5425.0,confirmed
8.3688168,6.65,0.56,3879.0,confirmed
8.36926,4.48,0.386,3866.0,confirmed
8.368791,7.49,0.623332,3970.42,confirmed
8.36802,4.81,0.45,3789.0,confirmed
6.56918,12.25,0.99,5705.0,confirmed
6.569188,13.56286665,1.06,5585.0,confirmed
6.569213,13.04635343,1.047599,5637.0,confirmed
6.5693,12.273855,0.987,5654.0,confirmed
0.28,1.493,0.6862,4599.0,confirmed
0.2803226,1.54,0.674,4373.0,confirmed
0.2803246,1.64829,0.72,4477.0,confirmed
0.2803244,1.51,0.681,4570.0,confirmed
0.2803244,1.51,0.681,4599.0,confirmed
7.7485,7.0,0.681,4570.0,confirmed
7.7485,7.0,0.681,4599.0,confirmed
2.644661,2.15,0.33,3398.0,confirmed
2.64484,1.83,0.325729,3359.0,confirmed
2.6446,2.05,0.33,3385.0,confirmed
2.6698,2.25,0.35,3385.0,confirmed
2.644646,2.2,0.35,3385.0,confirmed
4.00498,2.19,0.33,3385.0,confirmed
3.9663,2.59,0.35,3385.0,confirmed
0.961917,1.38,0.554,3672.0,confirmed
0.961918,0.73,0.31,3775.0,confirmed
0.961939,1.47286006,0.578,3690.0,confirmed
4.38395,1.33,0.632,4079.0,confirmed
6.9226,1.73,0.632,4079.0,confirmed
9.7579,1.64,0.632,4079.0,confirmed
11.332,1.64,0.568,3745.0,confirmed
11.808398,3.1,0.76,4992.0,confirmed
11.8104,2.48,0.68,5131.0,confirmed
11.8097,2.84,0.78,5314.0,confirmed
10.59357,2.0,0.436,3499.0,confirmed
3.835476,1.49,0.45,3695.0,confirmed
3.835592,1.35,0.429,3585.0,confirmed
32.6527,2.81,0.631,3940.0,confirmed
32.6479,2.29,0.61,4044.0,confirmed
7.51554,2.0,0.495,3720.0,confirmed
7.51574,2.0,0.53,3845.0,confirmed
3.67626,1.99,0.63,4097.0,confirmed
3.67635,2.23,0.649,3978.0,confirmed
7.95486,2.07,0.63,4097.0,confirmed
7.95478,2.1,0.649,3978.0,confirmed
6.342,1.8,0.58,4258.0,confirmed
6.34365,1.55,0.526,3919.0,confirmed
13.85402,1.95,0.526,3919.0,confirmed
13.85,2.6,0.58,4258.0,confirmed
13.85327454047,2.2098839,0.655766,3893.47,confirmed
40.718,1.9,0.58,4258.0,confirmed
40.6835,1.64,0.526,3919.0,confirmed
0.813149,1.14414279,0.615543,4460.0,confirmed
0.813143,1.1,0.62,4460.0,confirmed
0.81314,1.15,0.66,4597.0,confirmed
0.365257,1.05548088,0.875749,5456.0,confirmed
0.365261,1.0,0.88,5456.0,confirmed
0.3652575,0.935,0.86,5334.0,confirmed
10.062106,2.63456976,0.892097,5489.0,confirmed
10.06049,2.64,0.95,5503.0,confirmed
5.90279,1.28,0.95,5503.0,confirmed
12.42205,2.26,0.83,5425.0,confirmed
12.421078,2.20753881,0.829915,5419.0,confirmed
7.61856,1.96,0.67,4800.0,confirmed
7.6196574,2.39,0.71,4620.0,confirmed
7.6188,2.02,0.66,4742.0,confirmed
7.62067,2.13,0.64,4761.0,confirmed
19.07536,2.14,0.64,4761.0,confirmed
19.07454,2.58,0.71,4620.0,confirmed
19.07863,2.54,0.66,4742.0,confirmed
19.077,2.19,0.67,4800.0,confirmed
3.705871,3.17824034,0.913754,5649.0,confirmed
9.283188,6.11721229,2.568173,4972.0,confirmed
9.457747,1.48630496,0.725626,4885.0,confirmed
9.45889,1.44,0.69,4842.0,confirmed
6.673117,2.46610713,0.762201,4937.0,confirmed
17.355681,1.81,1.06,5894.0,confirmed
17.355066,3.24925008,2.196069,5791.0,confirmed
2.354992,1.27443657,0.803827,5185.0,confirmed
4.382745,1.55409035,0.803827,5185.0,confirmed
14.101361,2.64809498,0.803827,5185.0,confirmed
14.06660140645,3.19087767,0.837606,5141.67,confirmed
8.527219,1.82322896,1.196219,5922.0,confirmed
8.52695,2.19,1.61,5960.0,confirmed
9.9785275,2.34,1.499,5908.0,confirmed
9.978541,2.36509493,1.499,6310.0,confirmed
9.975403,2.13,1.18,6063.0,confirmed
9.977481,2.8191657,1.829853,5908.0,confirmed
9.9783319274,2.05153324,1.47131,6073.5,confirmed
9.97748,2.3,1.494,6011.0,confirmed
9.97857,2.2642141,1.46,6141.0,confirmed
15.853989,2.14446231,0.874211,5554.0,confirmed
15.85412,2.34,0.88,5495.0,confirmed
