orbital_period,planet_radius,stellar_radius,stellar_temp,label
14.759287,6.18,1.22,5880.0,confirmed
14.759595,5.3,1.186,6070.0,confirmed
14.75650149447,5.7395617,1.20174,5790.7,confirmed
5.11383503556,5.67086336,1.50876,6315.7,confirmed
5.113981,5.65,1.49,6502.0,confirmed
5.113823,5.0,1.409,6890.0,confirmed
12.282343,2.52633631,1.410373,5985.0,confirmed
12.283211,2.21,1.33,6222.0,confirmed
21.191788,1.3172461,0.782112,5277.0,confirmed
21.194733,1.22,0.8,5424.0,confirmed
16.273563,2.62,1.32,5869.0,confirmed
16.27284,2.10886389,1.064948,5656.0,confirmed
3.850614,1.03,0.63,4558.0,confirmed
19.507428,1.92,0.72,4857.0,confirmed
2.995646,13.96620332,1.454974,5990.0,confirmed
2.995629,15.434793,1.58,6149.0,confirmed
2.9956366,13.1937,1.4,6135.5,confirmed
2.995607,15.13215,1.526,6132.0,confirmed
2.995633,13.96,1.44,6071.0,confirmed
2.9956348,13.75,1.42,6168.0,confirmed
2.995653,13.8,1.398,6380.0,confirmed
2.99561,11.99363,1.22,6132.0,confirmed
2.995654,16.14096,1.66,6087.0,confirmed
29.740451,3.36,1.13,5532.0,confirmed
36.556251,2.96787013,1.035241,5759.0,confirmed
36.552551,3.21,1.16,5817.0,confirmed
11.561514,2.4,1.406,6140.0,confirmed
11.561052,2.03,1.09,5920.0,confirmed
2.787174,1.65,0.46,3804.0,confirmed
7.676984,2.3,0.465,3790.0,confirmed
7.676972,2.02,0.46,3804.0,confirmed
3.3557219,1.9149,0.56,3807.0,confirmed
3.355854,1.6,0.551,3860.0,confirmed
3.35585,1.59,0.49,4374.0,confirmed
10.367437,2.11,0.52,3779.0,confirmed
26.201446,2.26,0.7,4801.0,confirmed
26.197022,2.36213049,0.692258,4789.0,confirmed
26.19445485478,2.99459349,0.709927,4678.0,confirmed
7.187257,2.41,0.63,4599.0,confirmed
4.688418,3.26,0.85,5077.0,confirmed
4.688625,3.8,0.828,5220.0,confirmed
4.6886342,3.36071,0.87,4954.0,confirmed
12.550171,2.67,0.85,5077.0,confirmed
12.550896,2.6,0.828,5220.0,confirmed
9.032178,1.38,0.49,4385.0,confirmed
2.399964,1.32,0.619575,4402.71,confirmed
2.39991,1.08,0.601,4426.0,confirmed
2.3996463,1.52,0.67,4326.0,confirmed
2.39984,1.4,0.72,4680.0,confirmed
5.60906,1.69,0.601,4426.0,confirmed
5.6084,2.2,0.69,4523.0,confirmed
5.60912,2.09,0.72,4680.0,confirmed
5.608352,1.93,0.619575,4402.71,confirmed
5.6089465,2.17,0.67,4326.0,confirmed
4.163873,1.54,1.04,5789.0,confirmed
19.991944,2.74,1.04,5789.0,confirmed
7.806164,2.54,1.05,5769.0,confirmed
3.665912,1.37,0.95,5791.0,confirmed
8.236486,2.0,0.923,5930.0,confirmed
8.234885,1.92,0.95,5791.0,confirmed
14.871387,2.23,0.95,5791.0,confirmed
14.869943,4.4,0.923,5930.0,confirmed
3.793306,1.56,0.41,3669.0,confirmed
5.7385647,2.25,0.92,5790.0,confirmed
21.0267366,2.29,0.86,5568.0,confirmed
16.3488637,3.72,1.0,5794.0,confirmed
11.2510285,2.68,0.91,5650.0,confirmed
1.422647,1.45,0.75,4953.0,confirmed
1.422586,1.291,0.717,4836.0,confirmed
1.422619,1.46748911,0.745987,4944.0,confirmed
1.4226108,1.55,0.74,4886.0,confirmed
1.42266,1.32,0.74,4924.0,confirmed
1.422614,1.43,0.718,4916.0,confirmed
1.422614,1.43,0.718,4916.0,confirmed
5.340883,3.58036658,0.745987,4944.0,confirmed
5.3410507,3.12,0.726,4953.0,confirmed
5.340888,3.2,0.718,4916.0,confirmed
5.340786,2.41,0.717,4836.0,confirmed
5.34072,2.65,0.75,4953.0,confirmed
5.34059,2.8,0.74,4924.0,confirmed
5.340888,3.2,0.718,4916.0,confirmed
5.3408934,2.82,0.74,4886.0,confirmed
23.448172,2.906,1.051,5561.0,confirmed
23.446501,2.71,0.87,5484.0,confirmed
23.446873,2.89705396,0.986872,5869.0,confirmed
15.937378,1.84,0.7,4574.0,confirmed
15.937039,2.359,0.94,5601.0,confirmed
20.645099,2.413,0.625,4348.0,confirmed
20.643928,2.54,0.68,4396.0,confirmed
5.025831,1.72,0.72,4679.0,confirmed
5.025598,1.332,0.663,4663.0,confirmed
9.660186,1.361,0.663,4663.0,confirmed
20.201085,1.948,0.663,4663.0,confirmed
5.761612,1.313,0.881,5682.0,confirmed
5.761359,1.37311054,0.901705,5744.0,confirmed
5.7619248,1.37,0.83,5350.0,confirmed
4.44117,1.61,0.85,5413.0,confirmed
4.44118,1.66,0.87,5512.0,confirmed
4.4436649,1.5,0.72,4740.0,confirmed
4.443774,1.52572113,0.818403,5382.0,confirmed
4.4434,1.39,0.809,5352.0,confirmed
6.42966,2.41,0.809,5352.0,confirmed
6.42904,2.75,0.85,5413.0,confirmed
6.42973,2.65,0.87,5512.0,confirmed
6.4295023,2.5,0.72,4740.0,confirmed
6.429582,2.59811964,0.818403,5382.0,confirmed
14.09229,2.31,0.809,5352.0,confirmed
14.090907,2.33,0.72,4740.0,confirmed
14.090996,2.41175864,0.818403,5382.0,confirmed
14.0919,2.59,0.87,5512.0,confirmed
14.09189,2.73,0.85,5413.0,confirmed
2.1408063,2.59639,1.0,5372.0,confirmed
2.14084,3.207,0.971,5377.0,confirmed
2.14084,3.207,0.971,5377.0,confirmed
3.11489307594,12.11200864,0.74956,4973.0,confirmed
3.114905,13.024,0.736,4925.0,confirmed
9.844077,2.945,0.922,5479.0,confirmed
11.02066,2.061,1.486,6138.0,confirmed
4.521953,1.593,0.907,5789.0,confirmed
4.521953,1.593,0.907,5789.0,confirmed
16.43445,2.213,0.907,5789.0,confirmed
16.43445,2.213,0.907,5789.0,confirmed
14.460563,1.75532562,1.065474,5838.0,confirmed
14.453895,2.243,1.543,5822.0,confirmed
5.776475,1.736,1.149,5937.0,confirmed
5.776475,1.736,1.149,5937.0,confirmed
12.832235,1.693,0.691,4200.0,confirmed
2.060438,2.88,0.732,4823.0,confirmed
8.777247,2.181,0.751,4603.0,confirmed
4.01593,1.54,1.06,5731.0,confirmed
4.01593,1.655,1.141,5705.0,confirmed
4.01593,1.90553,1.38,5757.0,confirmed
4.01628,1.64,1.12,5758.0,confirmed
4.01668,1.55,0.924,5679.0,confirmed
4.01593,1.55,1.1,5757.0,confirmed
10.56103,2.29,1.06,5731.0,confirmed
10.56104,2.18,0.924,5679.0,confirmed
10.56103,2.49,1.141,5705.0,confirmed
10.56103,2.42,1.1,5757.0,confirmed
10.56098,2.41,1.12,5758.0,confirmed
9.401312,2.729,1.32,5911.0,confirmed
7.9389334,1.075,0.675,4473.0,confirmed
7.939256,1.08322371,0.645652,4661.0,confirmed
16.035054,2.05816745,0.645652,4661.0,confirmed
16.034656,2.0,0.675,4473.0,confirmed
26.804998,1.53157981,0.645652,4661.0,confirmed
26.803023,1.689,0.675,4473.0,confirmed
21.697619,2.77059123,0.88176,5570.0,confirmed
21.700156,2.072,0.811,5452.0,confirmed
1.865979,1.85861238,0.825125,5231.0,confirmed
1.865962,1.564,0.804,5129.0,confirmed
2.231527,1.076,0.348,3623.0,confirmed
4.194766,1.191,0.348,3623.0,confirmed
6.679582,1.392,0.348,3623.0,confirmed
9.715043,1.345,0.348,3623.0,confirmed
13.62749,2.222,0.348,3623.0,confirmed
2.380867,1.539,0.761,4844.0,confirmed
7.473223,2.32,0.97,5749.0,confirmed
28.735327,7.322,0.585,3572.0,confirmed
6.339069,3.66,0.897,5367.0,confirmed
6.339069,3.66,0.897,5367.0,confirmed
6.3392677,3.91968,0.93,5289.0,confirmed
6.33932,3.9,0.91,5310.0,confirmed
8.58289,2.33,1.094,5773.0,confirmed
8.584043,2.184,1.084,5782.0,confirmed
8.583566,2.118,1.084,5782.0,confirmed
20.851337,2.04,1.084,5782.0,confirmed
20.851337,2.04,1.084,5782.0,confirmed
4.60543,6.27704,2.97,4881.0,confirmed
4.6049829,1.67,0.74,4843.0,confirmed
4.60497,5.71,2.93,4912.0,confirmed
4.60808540736,7.04461252,3.12057,4911.0,confirmed
4.60547,6.4,3.08,4915.0,confirmed
4.60497,7.09,2.59,4993.0,confirmed
4.60543,8.2,3.88,4881.0,confirmed
3.312792,4.662,0.966,5558.0,confirmed
3.312792,4.662,0.966,5558.0,confirmed
3.3129214,4.28877,0.98,5512.0,confirmed
4.622654,1.371,0.566,5543.0,confirmed
4.622654,1.371,0.566,5543.0,confirmed
15.398723,1.85,1.058,5726.0,confirmed
15.398723,1.85,1.058,5726.0,confirmed
10.413181,2.352,1.071,5678.0,confirmed
5.095717,1.692,0.631,4938.0,confirmed
5.0957983,1.92318,0.7,4197.0,confirmed
4.803352,2.597,0.783,5007.0,confirmed
4.803352,2.597,0.783,5007.0,confirmed
8.491282,3.395,0.783,5007.0,confirmed
8.491282,3.395,0.783,5007.0,confirmed
0.673862,1.579,0.92,5236.0,confirmed
0.673862,1.579,0.92,5236.0,confirmed
25.76051,3.124,0.92,5236.0,confirmed
3.572326,2.417,0.966,5387.0,confirmed
3.572326,2.417,0.966,5387.0,confirmed
6.393025,2.274,1.239,5946.0,confirmed
6.393025,2.274,1.239,5946.0,confirmed
18.787839,5.098,1.239,5946.0,confirmed
18.787839,5.098,1.239,5946.0,confirmed
0.759978,6.049,1.541,5690.0,refuted
0.76001901813,7.29025894,1.65999,5690.2,refuted
0.759978,6.049,1.541,5690.0,refuted
10.00361,2.57,0.62,4077.0,confirmed
10.00329,2.37,0.6,4197.0,confirmed
10.0044,1.69,0.435,4044.0,confirmed
10.003417,2.1,0.569359,4014.73,confirmed
3.865053,1.163,0.382,3578.0,confirmed
3.865053,1.163,0.382,3578.0,confirmed
6.293099,2.262,0.675,4213.0,confirmed
6.293099,2.262,0.675,4213.0,confirmed
17.27474,2.678,1.28,5716.0,confirmed
17.27474,2.678,1.28,5716.0,confirmed
33.589979,5.333,0.886,5511.0,confirmed
33.589979,5.333,0.886,5511.0,confirmed
33.5920255,9.88421,0.91,5468.0,confirmed
13.115365,2.53,0.552,3748.0,confirmed
13.115365,2.53,0.552,3748.0,confirmed
3.4355113,4.18368,0.8,4870.0,confirmed
3.435471,4.569,0.765,4927.0,confirmed
3.435453,3.806,0.765,4927.0,confirmed
22.549406,4.602,0.961,5784.0,confirmed
22.549406,4.602,0.961,5784.0,confirmed
4.941907,1.283,0.927,5563.0,confirmed
4.941907,1.283,0.927,5563.0,confirmed
9.22453,1.36,0.927,5563.0,confirmed
9.22453,1.36,0.927,5563.0,confirmed
20.978959,1.677,0.784,5335.0,confirmed
20.978959,1.677,0.784,5335.0,confirmed
1.908084,2.482,1.228,5742.0,confirmed
1.908084,2.482,1.228,5742.0,confirmed
3.2141,0.9898,1.375,5711.0,confirmed
5.9382,2.116,0.977,5590.0,confirmed
0.8094,0.7599,0.7,4116.0,confirmed
5.3301,1.2327,0.7,4116.0,confirmed
4.3696,1.219,0.732,4343.0,confirmed
6.669,1.9287,0.732,4343.0,confirmed
4.01798053813,1.1017624,0.194357,3166.0,confirmed
4.0179694,1.015,0.1965,3173.0,confirmed
13.102,2.66,0.554,3746.0,confirmed
6.535,3.31,0.5776,3861.0,confirmed
20.35954,10.85,0.539092,3728.0,confirmed
20.35507390682,10.50799334,0.539092,3728.0,confirmed
20.35847252,10.55,0.541,3711.0,confirmed
6.6874352,2.79,0.69,4476.0,confirmed
6.68796,2.15,0.643,4613.0,confirmed
3.471149,4.51,0.542,3840.6,confirmed
3.471341,4.75,0.587449,3889.72,confirmed
3.471285,4.37,0.5,3720.0,confirmed
3.4712802624,4.2314265,0.563,3696.0,confirmed
3.47114,4.13,0.57,3939.0,confirmed
2.198884,2.42,0.542,3840.6,confirmed
5.657,2.433,1.58,5912.0,confirmed
5.65706,2.16,1.09,5989.0,confirmed
5.65688,2.72,1.58,5912.0,confirmed
5.656256,2.08,1.03,5840.0,confirmed
5.656304,2.93920584,1.561446,5722.0,confirmed
1.7292591,11.0,0.66,4271.0,confirmed
1.72926812424,12.6001269,0.766495,4377.0,confirmed
1.7292684,6.71,0.445,4103.0,confirmed
1.729257,10.44,0.685548,4262.1,confirmed
19.15344,2.04,1.12,6445.0,confirmed
19.1541,2.05,1.29,6256.0,confirmed
19.153765,2.65,1.32,6234.0,confirmed
19.15454,2.47140597,1.328888,6114.0,confirmed
31.6372,1.89,0.76,5054.0,confirmed
31.646306,2.53,0.73,4810.0,confirmed
20.5065,2.24,0.73,4899.0,confirmed
20.507693,2.78,0.72,4728.0,confirmed
2.7706297,3.36,0.67,4329.0,confirmed
2.77065,1.93,0.45,4175.0,confirmed
5.73597,1.5,0.462,4021.0,confirmed
5.73594,1.91,0.57,3930.0,confirmed
5.73491,1.92,0.52,4102.0,confirmed
5.7348462,2.4,0.62,4088.0,confirmed
10.93406,1.92,0.52,4102.0,confirmed
10.93241,2.26,0.57,3930.0,confirmed
10.9324,1.64,0.462,4021.0,confirmed
8.7529874,2.46,0.65,4252.0,confirmed
8.7529,1.59,0.546,4326.0,confirmed
13.008383,15.65133315,1.420548,5526.0,refuted
13.008278,8.68,0.71,4639.0,refuted
3.5353975,1.98,0.23,3260.0,confirmed
3.53482,11.1,1.49,6113.0,confirmed
3.535055,18.0,2.192,7147.0,confirmed
12.20772,2.6,0.807,5263.0,confirmed
12.207632,2.47,0.72,4684.0,confirmed
12.2054,2.5,0.85,5269.0,confirmed
9.7843,1.15,0.384,3798.0,confirmed
9.7833,2.6116925,0.643,3990.0,confirmed
2.849271,4.43,0.715,4300.0,confirmed
2.849274,4.38,0.715385,4299.98,confirmed
2.849282,4.75272,0.74,4279.0,confirmed
2.8492818,4.43,0.65,4237.0,confirmed
2.849258,3.82,0.63,4456.0,confirmed
9.0073,2.30905002,0.671,4413.0,confirmed
9.007156,2.53,0.68,4388.0,confirmed
9.0063,2.1,0.621,4434.0,confirmed
7.0525273,2.62,0.76,4998.0,confirmed
7.05254,2.68,0.86,5413.0,confirmed
7.052475,2.59425303,0.803348,5134.0,confirmed
2.53726,1.62,0.86,5413.0,confirmed
2.537071,1.62512091,0.803348,5134.0,confirmed
2.5370422,1.64,0.76,4998.0,confirmed
22.881145,1.78,0.76,4998.0,confirmed
22.88159,1.75221592,0.803348,5134.0,confirmed
22.8827,1.71,0.86,5413.0,confirmed
20.6921,2.41,0.731,5055.0,confirmed
20.698453,2.69,0.73,4775.0,confirmed
11.2954,2.3,0.731,5055.0,confirmed
11.295158,2.47,0.73,4775.0,confirmed
30.9349,2.5,1.01,5767.0,confirmed
30.944648,3.06,0.96,5710.0,confirmed
30.944593,2.31215242,0.86302,5617.0,confirmed
30.94191,2.5,0.96,5850.0,confirmed
3.0026215,14.0672,1.45,5630.0,confirmed
3.0026376,6.45,0.86,5425.0,confirmed
3.002627,9.9,1.47,5749.0,confirmed
3.00265,7.655747,1.12,5500.0,confirmed
2.573413,1.93284331,1.015751,5761.0,confirmed
2.5735352,1.94,0.95,5680.0,confirmed
2.57336,1.92,0.995,5748.0,confirmed
2.57302,2.48,1.36,6293.0,confirmed
6.67199,2.02,0.696,4455.0,confirmed
6.6717686,2.18,0.69,4500.0,confirmed
6.671774,1.92561267,0.647947,4636.0,confirmed
6.67202,2.14,0.73,4880.0,confirmed
16.1966,2.14,0.73,4880.0,confirmed
16.197189,2.11,0.69,4500.0,confirmed
16.197201,1.89069587,0.647947,4636.0,confirmed
16.19697,1.99,0.696,4455.0,confirmed
20.257,3.22,1.63,6771.0,confirmed
20.258209,2.08,0.95,5686.0,confirmed
25.4556,3.9,1.63,6771.0,confirmed
25.457815,2.99,0.95,5686.0,confirmed
6.5311178,2.85,0.82,5313.0,confirmed
6.53044,2.07,0.726,5312.0,confirmed
12.647815,1.38162499,0.668753,4799.0,confirmed
12.6475,1.58,0.84,5213.0,confirmed
12.647849,1.65,0.72,4711.0,confirmed
5.06939,2.75,1.79,5865.0,confirmed
5.0689232,2.93,1.59,6490.0,confirmed
5.06963,2.49,1.67,5887.0,confirmed
5.06965,2.49,1.71,5958.0,confirmed
24.387407,18.3,1.09,5931.0,refuted
8.054787,1.82830556,0.702294,4893.0,confirmed
8.0549321,2.01,0.72,4720.0,confirmed
8.05428,1.58,0.675,4746.0,confirmed
7.06599,2.32,0.491,4127.0,confirmed
7.0658874,3.07,0.61,4059.0,confirmed
28.6777,4.12,2.13,5715.0,confirmed
28.6781,4.03523305,1.533,5700.0,confirmed
28.67992,2.67,0.96,5772.0,confirmed
13.978518,2.75039475,0.798574,5131.0,confirmed
13.97876,2.77,0.77,5026.0,confirmed
13.97896,2.89,0.93,5622.0,confirmed
6.9862794,3.32,0.57,3891.0,confirmed
6.98541,2.15,0.426,4006.0,confirmed
5.57739,0.75,0.232,3497.0,confirmed
5.577212,1.08,0.330989,3360.47,confirmed
5.5773147,1.54,0.43,3563.0,confirmed
15.189034,1.16,0.330989,3360.47,confirmed
15.1871,0.86,0.232,3497.0,confirmed
7.760178,1.01,0.330989,3360.47,confirmed
7.7599,0.73,0.232,3497.0,confirmed
24.1669,0.82,0.232,3497.0,confirmed
24.158868,1.29,0.330989,3360.47,confirmed
7.495692,2.62539115,1.051008,5844.0,confirmed
7.4956613,4.74,1.77,6634.0,confirmed
7.49543,2.45,1.06,5922.0,confirmed
7.49556,2.58,1.058,5867.0,confirmed
19.565557,2.95906745,1.086156,5929.0,confirmed
19.565086,2.94,1.01,5804.0,confirmed
19.5666,2.31,0.98,6060.0,confirmed
7.8142,2.67,1.56,5995.0,confirmed
7.817949,2.54862479,1.238022,6022.0,confirmed
7.8173399,2.16,1.01,5800.0,confirmed
18.286069,2.62624197,1.238022,6022.0,confirmed
18.283257,2.31,1.01,5800.0,confirmed
18.311,2.77,1.56,5995.0,confirmed
11.989686,9.01,0.96,5700.0,refuted
8.199796,2.3,0.76,4970.0,confirmed
8.20075,2.47,0.83,5297.0,confirmed
8.2000844,2.4996027,0.792,5160.0,confirmed
8.199814,2.49801045,0.783982,5070.0,confirmed
8.20008746059,2.79975419,0.793476,4865.6,confirmed
2.294185,1.95611,0.707445,5062.0,refuted
10.993948,3.14685573,1.038427,5839.0,confirmed
10.9947,4.09,1.265,5897.0,confirmed
10.99497,3.99,1.247,5853.0,confirmed
21.99036193738,4.60346552,1.33417,5294.0,confirmed
10.994748,4.05,1.247,5926.0,confirmed
10.99573,3.69,1.28,5926.0,confirmed
10.3535,3.32,0.8,5147.0,confirmed
10.353263,3.09,0.73,4797.0,confirmed
10.35176,2.97,0.74,4890.0,confirmed
10.35239,3.58,0.74,4870.0,confirmed
5.0639064,2.46,0.73,4797.0,confirmed
5.06416,2.41,0.74,4870.0,confirmed
5.06408,2.44,0.8,5147.0,confirmed
19.09995,2.11327433,0.841458,5377.0,confirmed
19.0918,2.01,0.87,5441.0,confirmed
5.605309,1.48914397,0.841458,5377.0,confirmed
5.605,1.47,0.87,5441.0,confirmed
28.867253,2.55211506,0.841458,5377.0,confirmed
6.10224,1.82,0.631,4530.0,confirmed
6.102325,1.97,0.634663,4674.13,confirmed
2.747227,1.71,0.547001,3875.75,confirmed
2.74697,1.244,0.424,3910.0,confirmed
9.99767,1.483,0.424,3910.0,confirmed
9.997442,2.11,0.547001,3875.75,confirmed
6.4215,2.41,0.93,5652.0,confirmed
27.86,2.03,0.93,5652.0,confirmed
0.684533,1.01,0.507,4268.0,confirmed
0.684559,1.2,0.68,4427.0,confirmed
0.684557,1.37,0.675849,4376.21,confirmed
0.684575,1.4,0.71,4462.0,confirmed
0.684553,1.27572042,0.646851,4441.0,confirmed
0.68453862616,1.4,0.71,4232.0,confirmed
8.775864,1.97521161,0.721964,5129.0,confirmed
8.77683,1.96,0.76,5482.0,confirmed
9.726618,7.6,1.401,5747.0,confirmed
9.72739,4.6,0.93,5406.0,confirmed
9.72665,7.23871,1.45,5583.6,confirmed
4.61228,2.3,0.459539,3624.15,confirmed
4.6122,1.23,0.256,3537.0,confirmed
1.096026,0.615,0.318,3691.0,confirmed
1.095979,1.08,0.535057,3677.0,confirmed
18.4474,5.6,0.468,4052.0,confirmed
18.44883,1.6,0.25,3468.0,confirmed
18.448653,3.33,0.52,3765.0,confirmed
18.4498,2.25,0.31,3390.0,confirmed
13.734907,2.53,0.634754,4421.98,confirmed
13.7311,2.04,0.494,4136.0,confirmed
13.733314,2.6,0.619,4484.0,confirmed
2.900706,1.3,0.634754,4421.98,confirmed
2.90032,1.02,0.494,4136.0,confirmed
1.419604,1.22,0.32067,3488.9,confirmed
1.419549,1.1,0.284,3622.0,confirmed
10.134016,3.88,0.42,3548.0,confirmed
10.13389,3.47,0.402,3471.0,confirmed
10.135091,3.7,0.44,3410.0,confirmed
10.1346454,3.31,0.4,3566.0,confirmed
8.405276,8.04276104,2.949151,4836.0,confirmed
8.4071591,10.1248,4.71,4642.6,confirmed
8.406726,10.61,4.47,4717.0,confirmed
8.4061,14.68379,4.2,4790.0,confirmed
8.407115,13.45077684,4.14,4673.0,confirmed
8.4061,14.68379,4.2,4790.0,confirmed
10.13675,4.3,1.311,6120.0,confirmed
10.136796,5.00805298,1.5082,6095.0,confirmed
10.13693,4.93,1.565,6103.0,confirmed
10.136448,5.2,1.57,6172.0,confirmed
10.1367283,5.44119,1.51,6283.0,confirmed
10.1367349,5.06645928,1.518,6260.0,confirmed
18.249,14.45961,3.1,5990.0,confirmed
18.251985,11.73,2.63,6217.0,confirmed
18.248708,10.53585955,2.276457,6033.0,confirmed
18.24783,11.88151954,2.55,6069.0,confirmed
18.24901,12.37,2.66,6053.0,confirmed
1.33711647,14.056,0.776,4645.0,confirmed
1.337116553,12.89035,0.713,4645.0,confirmed
1.3371182,12.823,0.713,4645.0,confirmed
1.33711647,14.056086,0.776,4645.0,confirmed
1.51087081,1.086,0.117,2559.0,confirmed
1.510826,1.116,0.1192,2566.0,confirmed
1.51094471179,1.20389172,0.114827,5780.0,confirmed
1.510848,1.113,0.117,2550.0,confirmed
2.421937,1.097,0.1192,2566.0,confirmed
2.421848,1.049,0.117,2550.0,confirmed
2.4218233,1.056,0.117,2559.0,confirmed
4.04961,0.772,0.117,2559.0,confirmed
4.049219,0.788,0.1192,2566.0,confirmed
6.101013,0.92,0.1192,2566.0,confirmed
6.099615,0.918,0.117,2559.0,confirmed
9.20754,1.045,0.1192,2566.0,confirmed
9.20669,1.045,0.117,2559.0,confirmed
12.35294,1.127,0.117,2559.0,confirmed
12.352446,1.129,0.1192,2566.0,confirmed
18.772866,0.755,0.1192,2566.0,confirmed
20.0,0.755,0.117,2559.0,confirmed
24.13861,10.22,1.314,4970.0,confirmed
24.1399,9.72939525,1.278,5050.0,confirmed
8.24892,5.15613112,1.278,5050.0,confirmed
12.4058,6.43395492,1.278,5050.0,confirmed
53.5,9.97599282,1.43,4941.0,confirmed
40.2,8.23860081,1.278,5050.0,confirmed
5.72149,10.53646,0.66,4430.0,confirmed
5.7214742,10.55,0.67,4425.0,confirmed
5.72226,12.8433,0.73,4233.2,confirmed
5.7214742,10.626132,0.66,4430.0,confirmed
4.0460644,18.2851,1.81,6404.0,confirmed
4.0460435,16.14096,1.696,6410.0,confirmed
4.53346998242,13.22170304,1.1971,5846.0,confirmed
4.533471,12.66617,1.14,5871.0,confirmed
3.40883,13.597,1.094,6150.0,confirmed
3.40883,13.596517,1.094,6150.0,confirmed
3.408833,14.2632,1.11,6134.0,confirmed
3.40884,15.177,1.123,6084.0,confirmed
4.1591492,12.64,1.137,5552.0,confirmed
4.159152,12.251,1.144,5476.0,confirmed
4.1591287,12.77,1.15,5576.0,confirmed
4.1591282,12.71,1.11133,5576.0,confirmed
4.159221,12.3,1.1,5950.0,confirmed
4.16071,12.9,1.16,5576.0,confirmed
4.1591399,12.89,1.15,5350.0,confirmed
4.1591739,10.5,0.86,5427.0,confirmed
4.1591289,12.63,1.137,5552.0,confirmed
4.1591488,12.1616,1.11,5576.0,confirmed
9.03055,3.567,1.137,5552.0,confirmed
9.03077,3.576,1.137,5552.0,confirmed
9.03081,3.63,1.15,5576.0,confirmed
9.095,3.71,1.16,5576.0,confirmed
9.0305419,3.06,0.86,5427.0,confirmed
9.03101,3.58,1.144,5476.0,confirmed
9.028052,3.3,1.1,5565.0,confirmed
9.03164,3.18,1.1,5950.0,confirmed
9.03079,3.6,1.11133,5576.0,confirmed
0.78961301,1.5,0.86,5427.0,confirmed
0.789597,1.829,1.15,5576.0,confirmed
0.789693,1.79,1.15,5565.0,confirmed
0.79,1.773,1.125,5552.0,confirmed
0.789655,1.8,1.1,5565.0,confirmed
0.789518,1.64,1.1,5950.0,confirmed
0.7895933,1.808,1.137,5552.0,confirmed
0.78957,1.79,1.144,5476.0,confirmed
0.789636,1.82,1.16,5576.0,confirmed
0.789592,1.81,1.137,5552.0,confirmed
0.789593,1.817,1.11133,5576.0,confirmed
4.465633,14.572,1.06,5960.0,confirmed
4.46563432994,14.64677635,1.09036,6070.0,confirmed
4.4656291,14.964015,1.102,6070.0,confirmed
4.46563,14.90797,1.09,5900.0,confirmed
4.465633,14.5717,1.06,5900.0,confirmed
2.4841905,15.6,1.39,6090.0,confirmed
2.484193,14.235,1.26,6100.0,confirmed
2.4841939,11.8,1.13,5994.0,confirmed
2.4841975,13.3413,1.28,6089.0,confirmed
2.484193,14.23543,1.26,6100.0,confirmed
6.00127,2.043,0.689,4716.0,confirmed
6.00118,2.03,0.69,4716.0,confirmed
6.00127,2.043,0.689,4716.0,confirmed
